;District RUS;Region RUS;Район RUS;City RUS;ШИРОТА google;ДОЛГОТА google;Актуален М;Актуален В;Актуален Е;;
м;СКФО;Ставропольский край;;Минеральные Воды;44.20083333;43.1125;1;1;1;3;1
3715;СФО;Иркутская область;Тайшетский;Мирный;56.883;97.7;0;1;0;1;1
3735;ДФО;Республика Саха (Якутия);Мирнинский;Мирный;62.533;113.983;0;1;1;2;1
3770;СФО;Алтайский край;Каменский;Михайловка;53.916;81.766;0;0;1;1;1
3844;СФО;Забайкальский край;Могойтуйский;Могоча;53.73333333;119.7666667;0;1;0;1;1
3861;СФО;Томская область;Молчановский;Молчаново;57.583;83.783;0;1;0;1;1
3866;ДФО;Республика Саха (Якутия);;Мома;66.49;143.26;0;1;0;1;1
3875;ЮФО;Ростовская область;Морозовский;Морозовск;48.35;41.866;0;1;0;1;1
3899;СФО;Красноярский край;Мотыгинский;Мотыгино;58.183;94.683;0;0;1;1;1
3902;СФО;Республика Тыва;Монгун-Тайгинский;Мугур-Аксы;50.383;90.433;0;0;1;1;1
3910;СЗФО;Мурманская область;;Мурманск;68.96666667;33.08333333;0;1;1;2;1
3922;ДФО;Республика Саха (Якутия);;Мухтуя;60.71666667;114.9;0;1;0;1;1
3926;УФО;Тюменская область;;Мыс Каменный;68.467;73.597;0;1;0;1;1
3927;ДФО;Магаданская область;Шмидтовский;Мыс Шмидта;68.9;162.35;0;0;1;1;1
3934;ПФО;Республика Татарстан;Тукаевский;Набережные Челны;55.7;52.4;1;1;1;3;1
3944;СФО;Красноярский край;Назаровский;Назарово;56;90.4;0;0;1;1;1
3958;СФО;Красноярский край;Енисейский;Назимово;59.5;91.16;0;0;1;1;1
3966;СКФО;Кабардино-Балкарская Республика;Терский;Нальчик;43.533;43.633;0;1;1;2;1
3969;СФО;Томская область;Каргасокский;Напас;59.85;81.95;0;0;1;1;1
3984;СЗФО;Архангельская область;;Нарьян-Мар;67.645277;53.048455;0;1;1;2;1
3985;СФО;Чеченская Республика;Наурский;Наурская;43.65;45.316;0;0;1;1;1
м;ДФО;Приморский край;;Находка;42.81666667;132.8833333;1;0;0;1;1
3998;ДФО;Хабаровский край;Аяно-Майский;Нелькан;57.666;136.15;0;1;0;1;1
4005;СФО;Забайкальский край;Нерчинский;Нерчинск;51.983;116.566;0;1;0;1;1
4006;СФО;Забайкальский край;Нерчинско-Заводский;Нерчинский Завод;51.316;119.616;0;1;0;1;1
4009;СЗФО;Архангельская область;;Несь;66.6;44.64;0;0;1;1;1
4013;ПФО;Республика Башкортостан;Краснокамский;Нефтекамск;56.1;54.283;0;1;1;2;1
4014;СКФО;Ставропольский край;Нефтекумский;Нефтекумск;44.75;44.983;0;1;1;2;1
4015;УФО;Тюменская область;Нефтеюганский;Нефтеюганск;61.1;72.616;0;1;1;2;1
4021;УФО;Тюменская область;Нижневартовский;Нижневартовск;60.933;76.566;0;1;1;2;1
4023;СФО;Иркутская область;Нижнеудинский;Нижнеудинск;54.883;99.33;0;1;1;2;1
4029;ПФО;Нижегородская область;Кстовский;Нижний Новгород;56.266;44;0;1;1;2;1
4031;ЮФО;Волгоградская область;Суровикинский;Нижний Чир;48.333;43.116;0;0;1;1;1
4035;ЮФО;Ростовская область;Морозовский;Николаев;48.16;41.733;0;1;0;1;1
4101;ДФО;Хабаровский край;;Николаевск-На-Амуре;53.145003;140.723596;0;1;1;2;1
4222;СЗФО;Новгородская область;Новгородский;Новгород;58.566;31.266;0;1;0;1;1
4228;ДФО;Амурская область;Шимановский;Нововоскресеновка;52.1;126.566;0;0;1;1;1
4232;СФО;Кемеровская область;Новокузнецкий;Новокузнецк;53.75;87.11666667;0;1;1;2;1
4274;ЮФО;Краснодарский край;;Новороссийск;44.71666667;37.76666667;0;1;1;2;1
4278;СФО;Красноярский край;Новоселовский;Новоселово;54.983;90.966;0;0;1;1;1
4292;СФО;Новосибирская область;Новосибирский;Новосибирск;54.966;82.95;0;1;1;2;1
4346;ДФО;Сахалинская область;Охинский;Новые Лангры;53.116;142.1;0;1;0;1;1
4353;СФО;Томская область;Каргасокский;Новый Васюган;58.55;76.466;0;0;1;1;1
4355;УФО;Тюменская область;Ямальский;Новый Порт;67.683;72.866;0;1;0;1;1
4358;ДФО;Сахалинская область;Ногликский;Ноглики;51.816;143.15;0;1;0;1;1
4361;СФО;Красноярский край;;Норильск;69.33333333;88.21666667;0;1;1;2;1
4364;УФО;Тюменская область;;Нумто;63.51338889;71.35713889;0;0;1;1;1
4366;УФО;Тюменская область;Надымский;Ныда;66.616;72.95;0;1;0;1;1
4369;ДФО;Республика Саха (Якутия);Нюрбинский;Нюрба;63.283;118.333;0;0;1;1;1
4372;УФО;Тюменская область;Березовский;Няксимволь;62.433;60.866;0;0;1;1;1
4388;ДФО;Амурская область;Селемджинский;Огоджа;52.766;132.533;0;0;1;1;1
4428;СФО;Республика Хакасия;;Означенное;53.1;91.4;0;0;1;1;1
4429;ДФО;Республика Саха (Якутия);Оймяконский;Оймякон;63.45;142.783;0;1;0;1;1
4437;ДФО;Амурская область;Зейский;Октябрьский;53.16;128.633;0;0;1;1;1
4486;ПФО;Республика Башкортостан;Уфимский;Октябрьский;54.766;55.483;0;0;1;1;1
4511;ДФО;Хабаровский край;Ленинский;Октябрьский;48.1;132.516;0;1;0;1;1
4547;УФО;Тюменская область;;Октябрьское[ТЮМ];62.46;66.06;0;1;0;1;1
4563;ДФО;Республика Саха (Якутия);Олекминский;Олекминск;60.38333333;120.4333333;0;1;1;2;1
4567;ДФО;Республика Саха (Якутия);Оленекский;Оленек;68.5;112.433;0;1;0;1;1
4569;ДФО;Приморский край;Ольгинский;Ольга;43.75;135.283;0;0;1;1;1
4571;ДФО;Магаданская область;Билибинский;Омолон;65.25;152.516;0;0;1;1;1
4572;СФО;Омская область;Омский;Омск;54.966;73.4;0;1;1;2;1
4573;ДФО;Магаданская область;Омсукчанский;Омсукчан;62.516;155.783;0;0;1;1;1
4575;СЗФО;Архангельская область;Онежский;Онега;63.9;38.116;0;0;1;1;1
4579;СФО;Красноярский край;Мотыгинский;Орджоникидзе;58.45;95.45;0;1;0;1;1
4585;ЦФО;Орловская область;Орловский;Орел;52.966;36.83;0;0;1;1;1
4586;ПФО;Оренбургская область;Оренбургский;Оренбург;51.75;55.1;0;1;1;2;1
4600;ЮФО;Ростовская область;Орловский;Орловский;46.866;42.5;0;1;0;1;1
4603;ПФО;Оренбургская область;Оренбургский;Орск;51.233;58.6;0;1;1;2;1
4611;СФО;Красноярский край;Богучанский;Осиновый Мыс;57.583;96.916;0;0;1;1;1
4686;ДФО;Сахалинская область;;Оха;53.566;142.933;0;1;1;2;1
4688;ДФО;Хабаровский край;Охотский;Охотск;59.366;143.2;0;1;1;2;1
4783;ЮФО;Волгоградская область;Палласовский;Палласовка;50.5;46.883;0;0;1;1;1
4786;СФО;Алтайский край;Панкрушихинский;Панкрушиха;53.833;80.333;0;0;1;1;1
4787;СФО;Томская область;Парабельский;Парабель;58.7;81.5;0;1;1;2;1
4788;ПФО;Республика Марий Эл;Параньгинский;Параньга;56.716;49.4;0;0;1;1;1
4789;СФО;Томская область;Бакчарский;Парбиг;57.233;81.4;0;1;0;1;1
4796;СФО;Красноярский край;Партизанский;Партизанское;55.5;94.4;0;0;1;1;1
м;ДФО;Чукотский автономный округ;;Певек;69.7;170.3166667;1;0;0;1;1
4803;ПФО;Пензенская область;Пензенский;Пенза;53.2;45.16;0;1;1;2;1
4819;ДФО;Амурская область;Сковородинский;Первомайский;53.566;123.366;0;1;0;1;1
4849;СФО;Красноярский край;Емельяновский;Первомайский;56.566;92.566;0;0;1;1;1
4946;ЮФО;Волгоградская область;Фроловский;Перелазовский;50.66;43.733;0;0;1;1;1
4952;ПФО;Пермский край;Пермский;Пермь ;58.01388889;56.24888889;0;1;1;2;1
5012;СЗФО;Республика Карелия;Прионежский;Петрозаводск;61.816;34.266;0;1;1;2;1
5016;ДФО;Камчатский край;Елизовский;Петропавловск-Камчатский;52.983;158.65;0;1;1;2;1
5017;СФО;Алтайский край;Петропавловский;Петропавловское;52.66;84.1;0;0;1;1;1
5045;СЗФО;Республика Коми;;Печора;65.144429;57.264329;0;1;1;2;1
5051;СЗФО;Архангельская область;Пинежский;Пинега;64.7;43.383;0;0;1;1;1
5065;СФО;Красноярский край;Пировский;Пировское;57.633;92.266;0;0;1;1;1
5069;СФО;Новосибирская область;Колыванский;Пихтовка;56;82.7;0;1;0;1;1
5137;СФО;Томская область;Чаинский;Подгорное;57.8;82.666;0;1;1;2;1
5141;СФО;Красноярский край;Туруханский;Подкаменная Тунгуска;61.6;90.116;0;1;1;2;1
5150;СФО;Красноярский край;Енисейский;Подтесово;58.6;92.83;0;0;1;1;1
5171;УФО;Тюменская область;Нижневартовский;Покур;61;75.483;0;1;0;1;1
5176;ДФО;Хабаровский край;;Полины Осипенко;52.44;136.47;0;0;1;1;1
5177;УФО;Тюменская область;Белоярский;Полноват;63.783;65.916;0;0;1;1;1
5187;СФО;Новосибирская область;Колыванский;Пономаревка;56.15;82.366;0;1;0;1;1
5232;ПФО;Нижегородская область;Починковский;Починки;54.7;44.85;0;0;1;1;1
5273;ДФО;Амурская область;Поярковский;Поярково;49.616;128.65;0;0;1;1;1
5280;ДФО;Приморский край;Лазовский;Преображение;42.9;133.9;0;0;1;1;1
5287;СФО;Кемеровская область;Тяжинский;Преображенка;56.33;88.566;0;0;1;1;1
5309;СФО;Забайкальский край;Приаргунский;Приаргунск;50.4;119.66;0;1;0;1;1
5337;ЮФО;Ростовская область;Пролетарский;Пролетарск;46.7;41.716;0;1;0;1;1
5345;СЗФО;Псковская область;Псковский;Псков;57.833;28.333;0;1;1;2;1
5348;СФО;Томская область;Парабельский;Пудино;57.533;79.366;0;1;1;2;1
5349;СЗФО;Республика Карелия;Пудожский;Пудож;61.8;36.516;0;1;0;1;1
5444;ДФО;Амурская область;;Райчихинск;49.8;129.4;0;0;1;1;1
5456;ЮФО;Ростовская область;Ремонтненский;Ремонтное;46.566;43.666;0;1;0;1;1
5476;СЗФО;Новгородская область;Поддорский;Ровно;57.65;30.933;0;1;0;1;1
